cause,code,year,yearcode,deaths,population,rate,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2010,2010,17011,308745538,5.5,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2011,2011,18195,311591917,5.8,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2012,2012,17897,313914040,5.7,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2013,2013,18579,316128839,5.9,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2014,2014,18792,318857056,5.9,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2015,2015,19803,321418820,6.2,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2016,2016,19715,323127513,6.1,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2017,2017,20108,325719178,6.2,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2018,2018,19239,327167434,5.9,
Non-Injury: Pneumonitis due to solids and liquids,GR113-088,2019,2019,19184,328239523,5.8,
Non-Injury: Other diseases of respiratory system,GR113-089,1999,1999,25031,279040168,9,
Non-Injury: Other diseases of respiratory system,GR113-089,2000,2000,25535,281421906,9.1,
Non-Injury: Other diseases of respiratory system,GR113-089,2001,2001,26178,284968955,9.2,
Non-Injury: Other diseases of respiratory system,GR113-089,2002,2002,25039,287625193,8.7,
Non-Injury: Other diseases of respiratory system,GR113-089,2003,2003,25520,290107933,8.8,
Non-Injury: Other diseases of respiratory system,GR113-089,2004,2004,27310,292805298,9.3,
Non-Injury: Other diseases of respiratory system,GR113-089,2005,2005,27056,295516599,9.2,
Non-Injury: Other diseases of respiratory system,GR113-089,2006,2006,27644,298379912,9.3,
Non-Injury: Other diseases of respiratory system,GR113-089,2007,2007,28508,301231207,9.5,
Non-Injury: Other diseases of respiratory system,GR113-089,2008,2008,29925,304093966,9.8,
Non-Injury: Other diseases of respiratory system,GR113-089,2009,2009,30530,306771529,10,
Non-Injury: Other diseases of respiratory system,GR113-089,2010,2010,31187,308745538,10.1,
Non-Injury: Other diseases of respiratory system,GR113-089,2011,2011,32758,311591917,10.5,
Non-Injury: Other diseases of respiratory system,GR113-089,2012,2012,33285,313914040,10.6,
Non-Injury: Other diseases of respiratory system,GR113-089,2013,2013,35217,316128839,11.1,
Non-Injury: Other diseases of respiratory system,GR113-089,2014,2014,36187,318857056,11.3,
Non-Injury: Other diseases of respiratory system,GR113-089,2015,2015,38286,321418820,11.9,
Non-Injury: Other diseases of respiratory system,GR113-089,2016,2016,39224,323127513,12.1,
Non-Injury: Other diseases of respiratory system,GR113-089,2017,2017,41693,325719178,12.8,
Non-Injury: Other diseases of respiratory system,GR113-089,2018,2018,43814,327167434,13.4,
Non-Injury: Other diseases of respiratory system,GR113-089,2019,2019,44112,328239523,13.4,
Non-Injury: Peptic ulcer,GR113-090,1999,1999,4604,279040168,1.6,
Non-Injury: Peptic ulcer,GR113-090,2000,2000,4558,281421906,1.6,
Non-Injury: Peptic ulcer,GR113-090,2001,2001,4491,284968955,1.6,
Non-Injury: Peptic ulcer,GR113-090,2002,2002,4079,287625193,1.4,
Non-Injury: Peptic ulcer,GR113-090,2003,2003,3913,290107933,1.3,
Non-Injury: Peptic ulcer,GR113-090,2004,2004,3682,292805298,1.3,
Non-Injury: Peptic ulcer,GR113-090,2005,2005,3478,295516599,1.2,
Non-Injury: Peptic ulcer,GR113-090,2006,2006,3323,298379912,1.1,
Non-Injury: Peptic ulcer,GR113-090,2007,2007,3045,301231207,1,
Non-Injury: Peptic ulcer,GR113-090,2008,2008,3073,304093966,1,
Non-Injury: Peptic ulcer,GR113-090,2009,2009,2956,306771529,1,
Non-Injury: Peptic ulcer,GR113-090,2010,2010,2977,308745538,1,
Non-Injury: Peptic ulcer,GR113-090,2011,2011,2995,311591917,1,
Non-Injury: Peptic ulcer,GR113-090,2012,2012,2892,313914040,0.9,
Non-Injury: Peptic ulcer,GR113-090,2013,2013,2988,316128839,0.9,
Non-Injury: Peptic ulcer,GR113-090,2014,2014,3037,318857056,1,
Non-Injury: Peptic ulcer,GR113-090,2015,2015,3056,321418820,1,
Non-Injury: Peptic ulcer,GR113-090,2016,2016,3208,323127513,1,
Non-Injury: Peptic ulcer,GR113-090,2017,2017,3344,325719178,1,
Non-Injury: Peptic ulcer,GR113-090,2018,2018,3372,327167434,1,
Non-Injury: Peptic ulcer,GR113-090,2019,2019,3544,328239523,1.1,
Non-Injury: Diseases of appendix,GR113-091,1999,1999,390,279040168,0.1,
Non-Injury: Diseases of appendix,GR113-091,2000,2000,435,281421906,0.2,
Non-Injury: Diseases of appendix,GR113-091,2001,2001,428,284968955,0.2,
Non-Injury: Diseases of appendix,GR113-091,2002,2002,480,287625193,0.2,
Non-Injury: Diseases of appendix,GR113-091,2003,2003,439,290107933,0.2,
Non-Injury: Diseases of appendix,GR113-091,2004,2004,452,292805298,0.2,
Non-Injury: Diseases of appendix,GR113-091,2005,2005,439,295516599,0.1,
Non-Injury: Diseases of appendix,GR113-091,2006,2006,424,298379912,0.1,
Non-Injury: Diseases of appendix,GR113-091,2007,2007,426,301231207,0.1,
Non-Injury: Diseases of appendix,GR113-091,2008,2008,418,304093966,0.1,
Non-Injury: Diseases of appendix,GR113-091,2009,2009,426,306771529,0.1,
Non-Injury: Diseases of appendix,GR113-091,2010,2010,415,308745538,0.1,
Non-Injury: Diseases of appendix,GR113-091,2011,2011,387,311591917,0.1,
Non-Injury: Diseases of appendix,GR113-091,2012,2012,383,313914040,0.1,
Non-Injury: Diseases of appendix,GR113-091,2013,2013,371,316128839,0.1,
Non-Injury: Diseases of appendix,GR113-091,2014,2014,387,318857056,0.1,
Non-Injury: Diseases of appendix,GR113-091,2015,2015,370,321418820,0.1,
Non-Injury: Diseases of appendix,GR113-091,2016,2016,403,323127513,0.1,
Non-Injury: Diseases of appendix,GR113-091,2017,2017,405,325719178,0.1,
Non-Injury: Diseases of appendix,GR113-091,2018,2018,368,327167434,0.1,
Non-Injury: Diseases of appendix,GR113-091,2019,2019,388,328239523,0.1,
Non-Injury: Hernia,GR113-092,1999,1999,1464,279040168,0.5,
Non-Injury: Hernia,GR113-092,2000,2000,1522,281421906,0.5,
Non-Injury: Hernia,GR113-092,2001,2001,1522,284968955,0.5,
Non-Injury: Hernia,GR113-092,2002,2002,1595,287625193,0.6,
Non-Injury: Hernia,GR113-092,2003,2003,1613,290107933,0.6,
Non-Injury: Hernia,GR113-092,2004,2004,1602,292805298,0.5,
Non-Injury: Hernia,GR113-092,2005,2005,1639,295516599,0.6,
Non-Injury: Hernia,GR113-092,2006,2006,1744,298379912,0.6,
Non-Injury: Hernia,GR113-092,2007,2007,1698,301231207,0.6,
Non-Injury: Hernia,GR113-092,2008,2008,1674,304093966,0.6,
Non-Injury: Hernia,GR113-092,2009,2009,1801,306771529,0.6,
Non-Injury: Hernia,GR113-092,2010,2010,1832,308745538,0.6,
Non-Injury: Hernia,GR113-092,2011,2011,1915,311591917,0.6,
Non-Injury: Hernia,GR113-092,2012,2012,1911,313914040,0.6,
Non-Injury: Hernia,GR113-092,2013,2013,1932,316128839,0.6,
Non-Injury: Hernia,GR113-092,2014,2014,1979,318857056,0.6,
Non-Injury: Hernia,GR113-092,2015,2015,2109,321418820,0.7,
Non-Injury: Hernia,GR113-092,2016,2016,2099,323127513,0.6,
Non-Injury: Hernia,GR113-092,2017,2017,2158,325719178,0.7,
Non-Injury: Hernia,GR113-092,2018,2018,2265,327167434,0.7,
Non-Injury: Hernia,GR113-092,2019,2019,2269,328239523,0.7,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,1999,1999,26259,279040168,9.4,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2000,2000,26552,281421906,9.4,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2001,2001,27035,284968955,9.5,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2002,2002,27257,287625193,9.5,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2003,2003,27503,290107933,9.5,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2004,2004,27013,292805298,9.2,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2005,2005,27530,295516599,9.3,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2006,2006,27555,298379912,9.2,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2007,2007,29165,301231207,9.7,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2008,2008,29963,304093966,9.9,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2009,2009,30558,306771529,10,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2010,2010,31903,308745538,10.3,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2011,2011,33642,311591917,10.8,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2012,2012,34979,313914040,11.1,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2013,2013,36427,316128839,11.5,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2014,2014,38170,318857056,12,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2015,2015,40326,321418820,12.5,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2016,2016,40545,323127513,12.5,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2017,2017,41743,325719178,12.8,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2018,2018,42838,327167434,13.1,
Non-Injury: Chronic liver disease and cirrhosis,GR113 093,2019,2019,44358,328239523,13.5,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,1999,1999,2830,279040168,1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2000,2000,2810,281421906,1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2001,2001,2965,284968955,1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2002,2002,2979,287625193,1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2003,2003,2948,290107933,1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2004,2004,3086,292805298,1.1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2005,2005,3072,295516599,1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2006,2006,3114,298379912,1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2007,2007,3237,301231207,1.1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2008,2008,3417,304093966,1.1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2009,2009,3300,306771529,1.1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2010,2010,3332,308745538,1.1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2011,2011,3373,311591917,1.1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2012,2012,3320,313914040,1.1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2013,2013,3377,316128839,1.1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2014,2014,3467,318857056,1.1,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2015,2015,3766,321418820,1.2,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2016,2016,3803,323127513,1.2,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2017,2017,3793,325719178,1.2,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2018,2018,3778,327167434,1.2,
Non-Injury: Cholelithiasis and other disorders of gallbladder,GR113-096,2019,2019,3850,328239523,1.2,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,1999,1999,35525,279040168,12.7,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2000,2000,37251,281421906,13.2,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2001,2001,39480,284968955,13.9,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2002,2002,40974,287625193,14.2,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2003,2003,42453,290107933,14.6,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2004,2004,42480,292805298,14.5,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2005,2005,43901,295516599,14.9,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2006,2006,45344,298379912,15.2,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2007,2007,46448,301231207,15.4,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2008,2008,48237,304093966,15.9,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2009,2009,48935,306771529,16,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2010,2010,50476,308745538,16.3,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2011,2011,45591,311591917,14.6,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2012,2012,45622,313914040,14.5,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2013,2013,47112,316128839,14.9,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2014,2014,48146,318857056,15.1,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2015,2015,49959,321418820,15.5,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2016,2016,50046,323127513,15.5,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2017,2017,50633,325719178,15.5,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2018,2018,51386,327167434,15.7,
"Non-Injury: Nephritis, nephrotic syndrome and nephrosis",GR113 097,2019,2019,51565,328239523,15.7,
Non-Injury: Infections of kidney,GR113-102,1999,1999,846,279040168,0.3,
Non-Injury: Infections of kidney,GR113-102,2000,2000,813,281421906,0.3,
Non-Injury: Infections of kidney,GR113-102,2001,2001,748,284968955,0.3,
Non-Injury: Infections of kidney,GR113-102,2002,2002,788,287625193,0.3,
Non-Injury: Infections of kidney,GR113-102,2003,2003,823,290107933,0.3,
Non-Injury: Infections of kidney,GR113-102,2004,2004,764,292805298,0.3,
Non-Injury: Infections of kidney,GR113-102,2005,2005,767,295516599,0.3,
Non-Injury: Infections of kidney,GR113-102,2006,2006,673,298379912,0.2,
Non-Injury: Infections of kidney,GR113-102,2007,2007,628,301231207,0.2,
Non-Injury: Infections of kidney,GR113-102,2008,2008,627,304093966,0.2,
Non-Injury: Infections of kidney,GR113-102,2009,2009,604,306771529,0.2,
Non-Injury: Infections of kidney,GR113-102,2010,2010,608,308745538,0.2,
Non-Injury: Infections of kidney,GR113-102,2011,2011,658,311591917,0.2,
Non-Injury: Infections of kidney,GR113-102,2012,2012,616,313914040,0.2,
Non-Injury: Infections of kidney,GR113-102,2013,2013,641,316128839,0.2,
Non-Injury: Infections of kidney,GR113-102,2014,2014,712,318857056,0.2,
Non-Injury: Infections of kidney,GR113-102,2015,2015,715,321418820,0.2,
Non-Injury: Infections of kidney,GR113-102,2016,2016,801,323127513,0.2,
Non-Injury: Infections of kidney,GR113-102,2017,2017,807,325719178,0.2,
Non-Injury: Infections of kidney,GR113-102,2018,2018,864,327167434,0.3,
Non-Injury: Infections of kidney,GR113-102,2019,2019,955,328239523,0.3,
Non-Injury: Hyperplasia of prostate,GR113-103,1999,1999,430,279040168,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2000,2000,433,281421906,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2001,2001,439,284968955,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2002,2002,437,287625193,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2003,2003,477,290107933,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2004,2004,507,292805298,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2005,2005,525,295516599,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2006,2006,514,298379912,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2007,2007,491,301231207,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2008,2008,502,304093966,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2009,2009,446,306771529,0.1,
Non-Injury: Hyperplasia of prostate,GR113-103,2010,2010,489,308745538,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2011,2011,521,311591917,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2012,2012,519,313914040,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2013,2013,558,316128839,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2014,2014,547,318857056,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2015,2015,571,321418820,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2016,2016,642,323127513,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2017,2017,619,325719178,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2018,2018,578,327167434,0.2,
Non-Injury: Hyperplasia of prostate,GR113-103,2019,2019,636,328239523,0.2,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,1999,1999,108,279040168,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2000,2000,120,281421906,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2001,2001,127,284968955,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2002,2002,114,287625193,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2003,2003,125,290107933,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2004,2004,112,292805298,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2005,2005,120,295516599,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2006,2006,112,298379912,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2007,2007,116,301231207,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2008,2008,136,304093966,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2009,2009,134,306771529,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2010,2010,137,308745538,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2011,2011,133,311591917,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2012,2012,121,313914040,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2013,2013,129,316128839,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2014,2014,129,318857056,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2015,2015,125,321418820,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2016,2016,144,323127513,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2017,2017,135,325719178,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2018,2018,163,327167434,0,
Non-Injury: Inflammatory diseases of female pelvic organs,GR113-104,2019,2019,162,328239523,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,1999,1999,31,279040168,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2000,2000,37,281421906,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2001,2001,38,284968955,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2002,2002,22,287625193,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2003,2003,40,290107933,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2004,2004,32,292805298,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2005,2005,33,295516599,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2006,2006,26,298379912,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2007,2007,31,301231207,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2008,2008,34,304093966,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2009,2009,34,306771529,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2010,2010,37,308745538,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2011,2011,27,311591917,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2012,2012,17,313914040,Unreliable,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2013,2013,27,316128839,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2014,2014,28,318857056,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2015,2015,19,321418820,Unreliable,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2016,2016,22,323127513,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2017,2017,19,325719178,Unreliable,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2018,2018,29,327167434,0,
Non-Injury: Pregnancy with abortive outcome,GR113-106,2019,2019,26,328239523,0,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,1999,1999,375,279040168,0.1,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2000,2000,367,281421906,0.1,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2001,2001,378,284968955,0.1,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2002,2002,357,287625193,0.1,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2003,2003,505,290107933,0.2,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2004,2004,665,292805298,0.2,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2005,2005,727,295516599,0.2,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2006,2006,734,298379912,0.2,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2007,2007,738,301231207,0.2,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2008,2008,761,304093966,0.3,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2009,2009,926,306771529,0.3,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2010,2010,788,308745538,0.3,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2011,2011,904,311591917,0.3,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2012,2012,973,313914040,0.3,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2013,2013,1111,316128839,0.4,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2014,2014,1095,318857056,0.3,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2015,2015,1121,321418820,0.3,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2016,2016,1209,323127513,0.4,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2017,2017,1189,325719178,0.4,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2018,2018,944,327167434,0.3,
"Non-Injury: Other complications of pregnancy, childbirth and the puerperium",GR113-107,2019,2019,1077,328239523,0.3,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,1999,1999,14259,279040168,5.1,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2000,2000,14069,281421906,5,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2001,2001,13887,284968955,4.9,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2002,2002,14254,287625193,5,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2003,2003,14378,290107933,5,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2004,2004,14213,292805298,4.9,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2005,2005,14549,295516599,4.9,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2006,2006,14442,298379912,4.8,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2007,2007,14599,301231207,4.8,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2008,2008,13933,304093966,4.6,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2009,2009,13116,306771529,4.3,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2010,2010,12128,308745538,3.9,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2011,2011,12036,311591917,3.9,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2012,2012,11917,313914040,3.8,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2013,2013,12084,316128839,3.8,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2014,2014,11897,318857056,3.7,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2015,2015,11715,321418820,3.6,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2016,2016,11493,323127513,3.6,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2017,2017,11108,325719178,3.4,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2018,2018,10718,327167434,3.3,
Non-Injury: Certain conditions originating in the perinatal period,GR113-108,2019,2019,10412,328239523,3.2,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,1999,1999,10393,279040168,3.7,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2000,2000,10578,281421906,3.8,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2001,2001,10442,284968955,3.7,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2002,2002,10687,287625193,3.7,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2003,2003,10518,290107933,3.6,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2004,2004,10498,292805298,3.6,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2005,2005,10410,295516599,3.5,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2006,2006,10489,298379912,3.5,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2007,2007,10421,301231207,3.5,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2008,2008,10288,304093966,3.4,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2009,2009,9883,306771529,3.2,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2010,2010,9673,308745538,3.1,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2011,2011,9702,311591917,3.1,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2012,2012,9636,313914040,3.1,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2013,2013,9583,316128839,3,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2014,2014,9609,318857056,3,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2015,2015,10017,321418820,3.1,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2016,2016,10131,323127513,3.1,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2017,2017,9902,325719178,3,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2018,2018,9729,327167434,3,
"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities",GR113-109,2019,2019,9713,328239523,3,
"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GR113-110,1999,1999,26672,279040168,9.6,
"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GR113-110,2000,2000,31876,281421906,11.3,
"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",GR113-110,2001,2001,32326,284968955,11.3,
